image_id,question,answer,path
612WRJ77FoL,What color is the cover?,Black,40/40928efa.jpg
81o7w906cpL,What is the design?,Lady,a0/a0370dce.jpg
81uL8tXEdZL,What color is the item?,Black,65/653ded24.jpg
81SzkYlfIBL,Is this case 3D-printed?,Yes,d1/d12150ad.jpg
812Qk0Wqd3L,Are there ear loops?,Yes,2e/2e83eccc.jpg
71c632JKLAL,What cut are the zirconia?,Round,cf/cfa16e7a.jpg
71Yqxa74WvL,What type of case is it?,Hard,2e/2e5b19e6.jpg
51v0IEfOzBL,What material is the knob?,Alloy,a3/a325a467.jpg
71dM+qHnZ0L,What is the advertised phone model?,Y91i,bc/bc26ba26.jpg
71VWJ-w7F3L,What material is it?,Polyurethane,e5/e5fedfe2.jpg
51kZ+hraQ0L,What animal is visible on the mask?,Tiger,6f/6f6246dd.jpg
61yq579OLBL,What kind of shoes are these?,Pumps,01/01f4fc29.jpg
71v9bBFbd1L,What kind of phone is this case for?,Huawei,41/417bb650.jpg
51lJPhWRjqL,What shape are the diamonds?,Square,f7/f7166a06.jpg
51DRTYpxUWL,What type of product is this item?,Drugstore,b8/b8c7845b.jpg
81VI3zh2xNL,What kind of print is used?,3D,36/368877aa.jpg
91hvXXJ1uXL,What color are the handles?,Yellow,73/736d784f.jpg
71a7sKU1Q8L,What company manufactures this shoe?,Find,13/13724047.jpg
61I2yOvKlXL,What is the primary background color?,Black,3c/3c890bfe.jpg
81x8HCKePmL,What shape are the cushions?,Square,3b/3b29b0f6.jpg
A1dHLqY4cBL,How many legs are on the bench?,Four,d1/d11b60aa.jpg
711ly8VR-pL,What pattern are most of the items?,Stripes,ad/ad22fd9c.jpg
61WXCo+QjgL,What type of case is it?,Back,3c/3cc7f461.jpg
81dM+KMtK9L,What shape is repeated on the cover?,Square,ef/eff2680e.jpg
61hYiNrqTaL,What style are these?,Loafer,02/0204b46a.jpg
71S49XJ2mtL,What phone fits it?,Lyf,74/74e1f8bf.jpg
71ocx+NrzDL,Is it non-stick?,Yes,e1/e153112f.jpg
715wxFiRN3L,What heel type does the shoe have?,Stiletto,98/9864168c.jpg
71rI4ECIQmL,What type of roast is the coffee?,Light,ab/ab521bac.jpg
81mQYELa4aL,What shape is the hose?,Round,6e/6ee733dc.jpg
71P8CBr5+PL,What is the design element?,Woman,f9/f9944431.jpg
614G6j3jHEL,What is the brand of the cover?,Solimo,55/55019e9d.jpg
71e6Q-cJkGL,What brand made this phone case?,Solimo,fc/fcd57f96.jpg
61IdZ8R33uL,What material is the jewelry made from?,Metal,cb/cbd1f814.jpg
A16PfQZjP8L,What is the product style?,Set,e7/e7731e37.jpg
81EEw6nqOUL,What is the rucksack primarily used for?,Trekking,6e/6e048cc3.jpg
51xVEWH35EL,Is this item used for hair?,No,d0/d05b37f4.jpg
91gCwN7GNML,What material is the sham?,Cotton,10/1069944e.jpg
61abR9m-3dL,What material is the phone case made of?,Plastic,3d/3d124826.jpg
81fN8-DY9mL,What is the cover material?,Hard,51/51fc22d3.jpg
61btyUMltkL,What is this marketplace?,Amazon,85/8587829d.jpg
71jzwMlmtyL,Is the shape of the stand triangular?,Yes,cb/cb9f6b68.jpg
61FngxG+eEL,Is the toe open or closed?,Open,11/118d73d7.jpg
81lBzjGLByL,What's the brand?,AmazonBasics,2e/2edb881d.jpg
71Ml2268toL,For what phone is this?,Samsung,32/321c2b98.jpg
81QIB9uaNYL,What shape is the cat hole?,Circle,ce/ce3eec24.jpg
81dRITE+WKL,What color are the laces?,White,bd/bd915c35.jpg
61uI5wqM3PL,What is the item's product type?,Case,71/715c78b6.jpg
71ehE+OgFJL,What is the cover's material?,Silicon,80/80828894.jpg
81qffFyKw1L,What is the color of the case?,Multicolor,6d/6d8eef63.jpg
41vGL--cxlL,What brand is it?,AmazonBasics,7e/7e4bdb59.jpg
81cJa7OgWQL,What is the listed length in inches?,67.34,b6/b6c80630.jpg
81ZvvuUjPbL,What is the dominant fabric texture?,Denim,85/8555a2f1.jpg
61xM9VeKm4L,What Amazon brand is this product from?,Umi,cb/cb82018f.jpg
61+pSQXuJ1L,What color is the hamper?,Blue,75/75d5d229.jpg
71dGzwkp1CL,What brand makes this case?,Solimo,17/1716ad6b.jpg
81tDfJdVEUL,What brand is the case?,Solimo,38/3826c7fd.jpg
71oIHoJPX+L,What brand is the phone case?,Solimo,d8/d8137036.jpg
51ofRv-xICL,What pattern is the girl's hair?,Braid,f2/f26b5a84.jpg
71ZKT3tahmL,What color is mostly on the bottom?,Blue,94/94db7ede.jpg
81n2LMvnU-L,What phone is the case designed for?,Nokia,eb/eb4a1f55.jpg
81mRcfdKGXL,What kind of pepper is mentioned?,Cracked,16/161a91c5.jpg
71btre9TsiL,What color is the table?,Gray,21/21b90013.jpg
71XapN19JDL,What covers the equipment?,Bag,1d/1d83974a.jpg
51tryJFjOqL,What color is the cap?,Green,15/150ccf5a.jpg
61YtTaYt5OL,What is the shoe material?,Suede,4a/4a01c9a6.jpg
71oeM-xUC3L,What is the case's material?,Silicon,0b/0be4db27.jpg
51k2Xqln8gL,What is the hose material?,Plastic,0d/0d38258a.jpg
713nQB8vkmL,What color are the gloves?,Black,93/9377d2ef.jpg
916ToyB9FkL,What color are the lines between shapes?,Gold,b9/b9e5f582.jpg
81YzAfzi8NL,What is the depicted material?,Wood,86/86b1efe7.jpg
61duJVSgKIL,What is the pink gem made of?,Zirconia,3a/3ad053e9.jpg
81wP2SMT10L,"How many servings are in the container, according to the metadata?",Three,1e/1e92c4d6.jpg
813IA0V+qxL,What is the bulb height in inches?,4.13,3b/3b548d16.jpg
81k8JaYtQUL,What do the shades block?,Sun,90/905deb37.jpg
8151Ma-3alL,What is the brand name?,365,35/3521ac41.jpg
71SxSnPgCDL,What style are the shoes?,Brogue,16/16fc5c23.jpg
519V7JgaN7L,What animal is featured?,Cow,c1/c189f501.jpg
81wTDg5cmAL,What is the shoe's outer material?,Mesh,0d/0d9a57f1.jpg
81eONc9knzL,Is the color of the case monochromatic?,No,21/211e5251.jpg
41JW5DJM9CL,What color is one light at the very top?,Yellow,0f/0f1a37c5.jpg
71SAN6E71aL,What phone is this case designed for?,Water9,51/5167c86f.jpg
81tLVIyq-IL,What is the brand?,365,da/da170129.jpg
A1-gsZ7OplL,What brand is shown?,Ravenna,aa/aae5ccc8.jpg
91vCdyl6W1L,What is the brand name of the device?,AmazonBasics,9d/9d01da8a.jpg
71yP85b6ogL,What letter is displayed?,F,cd/cd1b0302.jpg
71n4+cwHf0L,How many dimensions is the print?,Three,29/2957b26e.jpg
71I1XALlQzL,What is the toe shape?,Round,61/6171752c.jpg
81njFxOwU-L,What type of design is printed on the case?,Brush,59/592874e3.jpg
61+dv-sFCaL,What material is the charm mostly made of?,Gold,5c/5ceff4a0.jpg
71VzIM-3bcL,What phone is this case for?,Oppo,b7/b73d84ae.jpg
61kSpF1GT-L,What kind of ports does the case have cutouts for?,Audio,3a/3a85dfeb.jpg
71wB8rTIMKL,What are the figures doing?,Sitting,91/9136ab78.jpg
81ZVrf1AH-L,Is there an indoor plant?,Yes,1c/1c5ee942.jpg
71sguvtUcSL,What material is the case made of?,Plastic,4e/4e6afada.jpg
81BEz-LdB6L,What color is the object?,Multi,bf/bf24b051.jpg
91E7Ti+ISHS,What are on the base of the object?,Casters,34/343da833.jpg
61sSR52wOYL,Is this a phone case?,Yes,45/458fd34d.jpg
61axGYhwCZL,What is the zodiac sign shown?,Sagittarius,5b/5bdd5908.jpg
81lSAN+tMHL,What material are the shoes?,Leather,52/52ade503.jpg
613wnmdlrlL,What brand is shown?,365,b7/b7db4b3f.jpg
71JFerFlPmS,Are they hand tools?,Yes,3c/3cbac9a9.jpg
61+AyA85T0L,Is the image design two-dimensional or three-dimensional?,Three,de/de73ab93.jpg
7148QSxBDrL,What phone is this case for?,Motorola,67/67375c7b.jpg
711mR-pLEdL,What kind of cycle is pictured?,Motorcycle,31/31cf41a9.jpg
71dO9gwmi1L,Where is this product made?,Canada,1e/1ed78a10.jpg
61YdLryPmcL,What is the cover's material?,Plastic,d5/d5f6be3b.jpg
91pzaG0XRbL,What brand are the sneakers?,Symbol,c9/c95d49da.jpg
71L4ynn0A1L,What brand is this product?,Solimo,5d/5d32deb0.jpg
91IcZeiFEJL,What material is the bag made of?,Rexine,9d/9d510ada.jpg
6126UAJqhaL,What phone is the case for?,OPPO,c4/c4f087e1.jpg
71buFM9dFyL,What is the outer fabric made of?,Oxford,20/20fc4074.jpg
61eTFnsVJsL,What is the handle's color?,Gold,77/775c50b0.jpg
81rEfP5LnkL,Is salt added?,Yes,93/93870dd3.jpg
71A7wRG5YjL,What is the brand of the shoe?,Amazon,65/65945ea3.jpg
51M39MBAwDL,What is being guaranteed?,Satisfaction,20/20533b83.jpg
61C84yIAJ5L,What is the advertised phone brand?,Samsung,fd/fd3e2bef.jpg
71fPI9wtzoL,What is the phone model?,Galaxy,c4/c422d2c5.jpg
715bESJqjyL,What Amazon brand made this shoe?,206,4e/4e8d981b.jpg
71-hku1aHlL,What is the model name?,Aria,a0/a0817893.jpg
71Pe79265wL,What color is the phone case?,Multicolor,62/62b5f830.jpg
517alwTf-9L,What vitamin is in the product?,C,03/0332dbea.jpg
71r8vpGDNYL,What material is the mattress made of?,Foam,75/753ae986.jpg
81cm02ziv4L,What color is the rock texture?,Yellow,70/70a2649f.jpg
81jI+1hxq4L,What is the heart's color?,Red,c5/c54613b6.jpg
81pVlcLHkUL,What colors can you see?,Multicolor,fd/fdc87ddb.jpg
61z9oyUP4ML,What is the dominant color?,Teal,a1/a17f90de.jpg
81R9W06gS4L,What is the material of the post?,Gold,e8/e830b0ed.jpg
81DVGsKhHjL,What kind of printing is on the back?,Embossed,53/537879d5.jpg
91t1ZE-Tc4L,What color is the frame?,Espresso,f5/f5c7fc2f.jpg
51RqSpzd1RL,What brand is this product?,Find,4e/4e1a76b2.jpg
718V-09-XqL,Is the shoe made of leather?,Yes,0a/0a82668e.jpg
71dBrPGrR-L,What material are the bristles?,Polypropylene,bf/bf9ee2d2.jpg
71irJkFgz2L,What type of jewelry is pictured?,Earrings,02/026a9856.jpg
71NxNbL3-AL,What is the material of the legs?,Poplar,f5/f582215b.jpg
71k2vSalnrL,What shape is this heater?,Pyramid,65/652f1a67.jpg
81-Qkr7Ek4L,What is the predominant color?,Blue,93/939eb8e5.jpg
71KINpp371L,Is this a single item?,Yes,90/9064d02e.jpg
71r19uuzjHL,How many cans are included?,Twelve,26/263f0972.jpg
71Z+BTZqyIL,What shape is the frame?,Square,25/2526ad01.jpg
81koM69T+wL,What is being sold?,Case,46/46bfac2a.jpg
81TbjecgWSL,Is this appliance for cooling?,No,f9/f9afa59c.jpg
91IWwludCWL,What color is the product?,Blue,90/904b571e.jpg
71EhBR5W8fL,How many colors does the shoe have?,Two,98/980c30b1.jpg
81URpdVzBFL,What heel type is present?,Block,dd/ddd6dbc3.jpg
71bc1GHtxvL,What is the color of the design?,Pink,1c/1c6ef2e3.jpg
91+xGjBA4qL,What cut level are these gloves?,Two,30/3088fae9.jpg
617+LFipafL,What is the ring plating color?,Rosegold,54/54596196.jpg
51EVgwac+5L,What color are the sheets?,White,d6/d68c46d4.jpg
71z3tmvhXFL,What amount does each cup hold?,Sixteen,f9/f9c5ad3d.jpg
61MPr2iYMHL,What is the case's design style?,Quotes,a9/a9ef04c7.jpg
51j97s+NSYL,Is it assembled?,No,8a/8a7c8780.jpg
615EPdeqWFL,How many drawers are visible?,Three,6c/6c17ee3e.jpg
713gIYdQulL,What color is the background?,Pink,bb/bbae7861.jpg
71hePS2EKIL,What brand is the case?,Solimo,02/02013088.jpg
71UVZKd3E3L,Is the bag closed?,No,f6/f68f2930.jpg
81PQkJHYZTL,What is the brand?,Solimo,07/071ca078.jpg
818cXoRBViL,What color is the label background?,White,9e/9eba73c9.jpg
61XRyYcJ42L,Which brand manufactures this napkin?,AmazonBasics,1a/1a06f19a.jpg
91HqNqgUoCL,What style is the art?,Bohemian,f2/f273be6d.jpg
41j2kqjSwXL,What color are the cushions?,Cream,9d/9d12e37f.jpg
71g5Ih9bHFL,Is the ring plated?,Yes,32/32c863f1.jpg
71M55xkMq+L,What color are the zigzags that alternate with black?,Gold,65/654b8728.jpg
A1PhhG0cWFL,What is the brand of this item?,Stone,e7/e70728c8.jpg
81Ddkzt7aSL,What is the shoe color?,Blue,8e/8ea98766.jpg
61FQbVun-2L,What shape is the volume control?,Oval,4c/4c65bf0d.jpg
618IUTCQJ2L,What color are the curtains?,Black,23/2327e19a.jpg
71888wKX97L,How many stones are visible?,Five,f8/f8639ac0.jpg
81mXbMgAE3L,What is the main color of the case?,Multicolored,a2/a259a1e4.jpg
61uW5pAAPlL,Is the toe open or closed?,Open,4b/4bac18b3.jpg
718CZIAZ6VL,What is the product's brand?,Flavia,7a/7a604fc4.jpg
812hiY-Q6EL,What is the pattern resembling?,Marble,e8/e841131b.jpg
7127o9StoPL,What is the religious symbol shown?,Crucifix,4c/4c68476e.jpg
615Fa5SwrRL,What is printed below the roses?,Text,25/255a4274.jpg
71hyRObmmDL,What kind of padding does the chair have?,Foam,86/86826643.jpg
71qNmDYnYQL,How many cameras are visible?,Two,02/02e8d1a4.jpg
71LtUxb-3pL,What color is at the bottom?,Black,d8/d8e24090.jpg
81CoOEn0wzL,How many gummies are in the container?,120,ac/ac1a3718.jpg
81gU9d3aIFL,How many panels does the pen have?,Eight,f4/f4ce23ee.jpg
61mgCsuYkKL,What is the sole's color?,White,86/8627cc3a.jpg
71IjVzondhL,What color are the case?,Multicolor,de/de43dd9b.jpg
81+B-GfKRtL,What is the model of the phone?,Y55,c9/c977f7e5.jpg
81a4pZk0NML,What is the heel type?,Block,03/036b8054.jpg
514bZiqZmvL,What are next to the hook?,Screws,76/76678afe.jpg
81InSxVjB0L,What type of shoe is this?,Sandal,84/84116782.jpg
51M39MBAwDL,What unit of time is mentioned?,Year,20/20533b83.jpg
71NWpsklDoL,What type of print is the case?,3D,4c/4c2ca479.jpg
91CfbuIsjhL,What color is the bedding?,Navy,c7/c7f89245.jpg
51h20U8lcGL,What brand is visible?,Jeff,7d/7d296e92.jpg
71Mp0RAn-fL,What type of heel does the shoe have?,Flats,ca/ca399cf4.jpg
61za0RCFr4L,How many controllers can be charged simultaneously?,Two,40/401bc093.jpg
61Y7UtrLJzL,What sport is it suitable for?,Ballet,dc/dc9e3910.jpg
71e0ySRaNLL,What kind of case is this?,Hard,59/596cfcab.jpg
81xpPNb4owL,What kind of battery is included?,AA,47/47aaf55c.jpg
91txPOyhUtL,What color is the lamp base?,White,93/93f50f0d.jpg
81hnRTJmRjL,What brand is the phone case?,Solimo,25/25000700.jpg
61OnkGVhMWL,What kind of product is it?,Accessory,35/3595924e.jpg
91FqnKyMZyL,What pattern is printed on the back?,Camera,b8/b80ccf0e.jpg
81X965L66sL,Is it a hard case?,Yes,0a/0a44768a.jpg
71lMtnKcA2L,What shape are the small figures?,Stars,8c/8cf710ab.jpg
71cYkfZ9QuL,What is the ring's metal color?,Yellow,65/65b27022.jpg
81A4VLePzUL,What color is the largest paint stroke?,Red,78/7890655b.jpg
91wbEd4vf0L,What are the handles made of?,Aluminum,f0/f053a33b.jpg
61pKiT+awZL,What is the cover mostly colored with?,Orange,f0/f0a26e47.jpg
71dKcXiczxL,What is the brand name?,Solimo,ce/ce96e15b.jpg
61Dzm1GjJYL,What's the model name?,Nokia,8f/8f8bead0.jpg
71nRFpKeksL,How much power (watts)?,Sevenhundred,53/532b842a.jpg
71wMiGG-DaL,What color is the case categorized as?,Others,ad/ad7fa7a0.jpg
714AusA70+L,What shines above the forest?,Sun,ec/ec0b3755.jpg
71B8cf2VpRL,What is the prominent color?,Blue,48/48847ef3.jpg
81ci8odFWvL,What is this product used for?,Shoes,ad/adfa61af.jpg
61p8YaJvUhL,What letter is visible?,T,f3/f3ae423e.jpg
71fwdgCj7OL,How many finials are visible?,Two,ee/ee0497e1.jpg
71sDYeLRopL,What's the sky's color?,Blue,bc/bc2c2200.jpg
81oeFt8DSlL,What type of cable is included?,Micro,a0/a042bccf.jpg
81dyqn12eiL,What object is the case for?,Phone,f3/f37e3c56.jpg
514OhzDqVtL,What is the pattern design called?,Dice,45/4526f835.jpg
61Acsl6fmZL,What kind of print is on the cover?,3D,00/00dfa2d8.jpg
61BBPZjvJ2L,How many cameras are visible?,Three,a7/a7e11bf2.jpg
71S75deLeKL,What color is the sheet?,Beige,06/066a3c4b.jpg
71b-uAGUSXL,What is the product type?,Beauty,70/70df945e.jpg
81blj3APnxL,Are laces present?,No,6e/6e3ea6ae.jpg
61OnkGVhMWL,What material is the pan?,Aluminum,35/3595924e.jpg
71ynBbd33HL,What kind of flowers are on the case?,Tulips,55/55ed3324.jpg
51orMEPzXAL,What is the model number?,A10,02/025f14af.jpg
71W6WJAQ5pL,What kind of smiley is visible?,Happy,06/06ba0efe.jpg
71YFv8I-2-L,What animal is pictured?,Squirrel,dd/dd682559.jpg
71XKbd8XzUL,How long is the object in inches?,Four,1b/1bf4c6ee.jpg
A1-yuGyCbsL,What material is the map mounted on?,Hardwood,8a/8a26c8f8.jpg
91M7+BoTX9L,Is salt added?,No,d8/d84164b8.jpg
514apcKc10L,What is the lid's height in inches?,3.63,9f/9f8e3e42.jpg
71RQBIaqZ8L,What is the printed subject?,Birds,05/05e6fc4c.jpg
71bronvtkJL,What is the shoe material?,Polyester,2a/2a76c567.jpg
71-42mFKDrL,How long is the item in inches?,Eleven,ff/ff977b1f.jpg
81t8F7fkGSL,What's the brand name?,Solimo,b6/b67ee556.jpg
81nw39ZlVlL,What year was this model made?,2017,11/11b6598f.jpg
619AzNnwuiL,What color is the filter?,White,89/892217f6.jpg
71s1G9STaIL,What phone is this case designed for?,Samsung,5f/5f206f9b.jpg
71jD52z8OAL,What kind of controller is pictured?,Game,ac/ac0c6053.jpg
A12yeRLIVIL,What is the product type?,Stool,6a/6a7ca24e.jpg
91KIpk0WiDL,What is the table's shape?,Round,1f/1fab26e4.jpg
51DuYJFQdTL,What material is the case made of?,Plastic,07/07309433.jpg
71INRpXIKmL,What color is the mouse?,Red,b4/b48ca32d.jpg
710QdSy7ZqL,What brand is the item?,Amazon,17/17d84f38.jpg
61jORgexl5L,What material is the case made from?,Plastic,c8/c8d48f08.jpg
71HlzqdbqwL,What kind of print is it?,3D,a3/a353884a.jpg
61za0RCFr4L,What color is the device?,Black,40/401bc093.jpg
71BQcSN1nqL,"What word follows ""Girl"" on the case?",Boss,52/524186cb.jpg
71EoPzeZi6L,What is the domain associated with the marketplace?,Amazon,ee/ee99f2ca.jpg
61k0A7dzJTL,How many items are shown?,Four,cc/cc1cd234.jpg
71dldXX7AcL,What surface is the case designed for?,Back,ac/acca5b4d.jpg
71j-zKFmtRL,What celestial object is on the case?,Moon,f2/f29017a3.jpg
81J4zaMCFoL,What material is the frame made of?,Steel,9b/9be85353.jpg
915WSp92N7L,What shape is this item?,Round,70/706a0128.jpg
618kMh6LCTL,What brand is this phone cover?,Solimo,29/295c0819.jpg
71NXOpMbl8L,What letter is shown?,Z,f2/f2442b11.jpg
81aEZAay9TL,What shape are the hats?,Knotted,1a/1a07ef95.jpg
81tsSAhH1DL,What is the name of the phone this case fits?,Lenovo,ac/acb53da6.jpg
81Ra5DYyH8L,What shape is the case?,Rectangular,1f/1ff53a9b.jpg
8152J306A-L,What kind of printing is it?,3D,e9/e979c15d.jpg
81j3+7nLADL,What is the printed pattern described to be?,3D,41/4188f70b.jpg
71b2nob9HDL,What is the case's material?,Hard,2f/2f16cb2b.jpg
71aCaX0U4oL,What brand is displayed?,Amazon,2e/2e699712.jpg
519WQGceF4L,What brand is the phone cover?,Solimo,37/3773cfc4.jpg
718AhMKto8L,What appliance extracts juice?,Juicer,d7/d7567026.jpg
71oLmtb73KL,What is the cover's pattern?,Mountain,cd/cd3906b5.jpg
81nng3PG21L,Which phone is this case for?,Samsung,22/225f1586.jpg
417SAOX6nDL,What brand is it?,Amazonbasics,bb/bb1a47ce.jpg
713gxcXKx3L,What color is the chair?,Brown,b2/b2814ce7.jpg
61Sl7Tr6e0L,What kind of case is this?,Hard,b9/b938772c.jpg
81e-8Or4d7L,How tall is the bag in inches?,Seven,71/71a706f6.jpg
8122fyYTnxL,What is the product's material printed on?,Hard,6b/6b6540ff.jpg
71pGHDYH8pL,What building is tallest?,Eiffel,35/35c2d080.jpg
817pW2ezU8L,How many calories per pack?,Twenty-five,6f/6f0522aa.jpg
61rSSAJBdAL,How many nappies are included in total?,168,b9/b9cf76e9.jpg
71uleJHuRJL,What is the color of the product?,Multicolor,5e/5e39c9d0.jpg
71GMHo0EN-L,What brand is it?,AmazonBasics,60/60d8ccc7.jpg
61bb0ksCNOL,What color is the seat?,White,10/1082fde8.jpg
31aRhrtmTsL,Is this product good for sensitive skin?,Yes,18/18f9d86c.jpg
71HDC8Zh46L,What is the brand?,Solimo,32/326902d6.jpg
811t8lfpXJL,What is the object in the image?,Case,1f/1f6ddaae.jpg
91mGmA5ZPkL,What material are legs?,Wood,8d/8d749944.jpg
71o9wW4SONL,What is the main color?,Rojo,e1/e1072d9c.jpg
71Ocpz3uzXL,What's the phone brand?,Solimo,c8/c8237d34.jpg
61IleUQzVqL,What material is the case made of?,Plastic,cf/cff16a37.jpg
71-vdLbjqoL,What color are the earrings?,Silver,b7/b71d4114.jpg
81nYWmO6ilL,What is the case's design style?,Designer,2e/2e3d73d7.jpg
71GiheT10FL,What closes the shoe?,Laces,da/dae91bc5.jpg
71rmqimyC7L,What material is the package made of?,Paper,b5/b5dd673f.jpg
713Q4SJwvBL,What unit is the luggage weight specified in?,Kilograms,73/73df4a19.jpg
81SzJEAUDQL,What type of product is this?,Office,2f/2fcd0823.jpg
918O7pytDyL,What is the primary color of the river?,Blue,82/825d0f45.jpg
51fAvHRBHfL,What kind of protection does the film offer?,Privacy,33/336202dc.jpg
51Li3UsU-kL,What shape are the finials?,Square,f2/f2a2f952.jpg
81nYZXmkmmL,What is the cushion's length?,Thirteen,e3/e3dbdcda.jpg
71oYs2BklLL,What animal is featured?,Panda,54/54097591.jpg
71Ze+a3O5-L,Is there any warranty on the product?,No,54/54b3ea5b.jpg
81tPMo9W2fL,What surface is used for this case?,Back,2c/2c03f536.jpg
91433j-CTYL,What kind of product is this?,Vegan,6f/6fac7137.jpg
61OBJs7KzoL,What is the brand name?,Solimo,fb/fba4d9b3.jpg
717IIfYJmXL,How many come in a pack?,Four,49/4943156a.jpg
71I+ULoqr4L,What color is the case?,Multicolored,b0/b00acb9e.jpg
81VGJSkX0JL,What brand sells this product?,Solimo,95/959f2e00.jpg
715LChFZz+L,What is trans fat per serving?,Zero,a8/a84fbd8b.jpg
81svyBZANHL,What is the brand name?,Solimo,50/50097c0c.jpg
71Xrpsi4lEL,What animal is visible?,Bee,77/77cd4d90.jpg
81xIoJ+JifL,Is the shoe for females?,No,ba/ba820e36.jpg
710O0hSUWeL,Is the cover design flat or three-dimensional?,Three-dimensional,e1/e1d0ca0c.jpg
71v3aJ-YrPL,What is the cover's color?,Multicolor,35/35105df2.jpg
61dAPrzd14L,What color is the case?,Multicolor,c5/c53c99b8.jpg
71QqbsCJIDL,What type of case is it?,Hard,9a/9ad66b77.jpg
7190LYuKaNL,What type of pattern is in the background?,Gingham,99/9958f135.jpg
810MGiozS2L,What is the loop for?,Heel,42/4243bb12.jpg
51ksm8p41EL,How many curtain rods are there?,Two,d2/d2ed59e7.jpg
81G3JX1wl9L,What animal is featured prominently?,Unicorn,9d/9d21bdf1.jpg
817vH8JG17L,What light hangs on the left?,Lamp,76/769646b6.jpg
617dGOJzR6L,What is the primary color of the bed?,Pink,38/38231f9b.jpg
71Fns4esCxL,What fruit logo is visible?,Apple,aa/aa0e039e.jpg
61U6I5tj-2L,What material is the case made of?,Hard,04/045e386c.jpg
61Oal2uEeWL,What word is printed on the cover?,Meow,3f/3fa4d4ea.jpg
71FkRnhw7eL,What material is the phone designed to look like?,Wood,58/582bc935.jpg
61GZm-v-9PL,What pattern is on the phone case?,Floral,5d/5d39d33e.jpg
81Old0YmwcL,What color is the light?,White,be/be13a32c.jpg
81eHAHVNOQL,What brand makes this bag?,Puma,f7/f7bc8eb0.jpg
613lJ0UHtHL,What shape predominates on the case?,Hearts,10/10dedf9b.jpg
714nuyHsSML,What color is listed for the case?,Multicolored,59/59b405be.jpg
81iwlxZX3mL,What type of product is this?,Case,a8/a815d43a.jpg
81Lu7B2ApQL,What is the predominant color?,Yellow,d9/d900afbe.jpg
81WLFrnxgCL,What type of product is this?,Case,64/6405dc44.jpg
71bP4moYynL,What brand manufactured this cover?,Solimo,4c/4c5b9867.jpg
81duX-6eMDL,What color is the bedding?,Blue,cd/cdefa595.jpg
71lSCjCYslL,What are the units of the height?,Inches,64/64cd81f2.jpg
61HtezlUKXL,What flower is shown?,Rose,c6/c681dc01.jpg
81+SyS4LXaL,What is the object mainly designed for?,Phone,63/634d1280.jpg
81lWS4Ho9NL,Where is this made?,USA,3b/3b3be156.jpg
61yDD2WqvbL,Which phone is the case for?,Huawei,e1/e1059967.jpg
51F3iNzL3XL,What is the case's color?,Transparent,c3/c34b3094.jpg
71jS7Z8NejL,What is the cap's color?,Green,93/9382582b.jpg
71q6hJb5gqL,What brand of phone is this cover for?,Samsung,02/02b137ab.jpg
81FfsGFwSeL,Is this case hard or soft?,Hard,38/380a7071.jpg
81v5mxnZw-L,What animal is shown on the can?,Cat,22/227d3c35.jpg
B1laOn9HKVS,Is the background pattern textured?,Yes,52/52ae0042.jpg
61BomWQvYbL,What color are most of the bottles?,Multi-colored,26/26133132.jpg
61x-kEUzIjL,What is on top of the elephant?,Elephant,fc/fccd3127.jpg
51Im7Vf9uLL,Is the toe enclosed?,Open,7a/7a10b2be.jpg
715udqSmzmL,What is the primary color of the night sky?,Blue,a6/a65147d9.jpg
81JtNWmWy7L,What year was the boot modeled?,2020,3f/3f373e23.jpg
71xMmV5WMAL,Is rinsing required?,No,49/4957f9f0.jpg
714YdfAabZL,What is the cover made of?,Hard,94/94e3572e.jpg
81EXe0b2e4L,What year was this shoe made?,2017,66/6649b70d.jpg
71sBpFnr8PL,What material is the sheet made of?,Cotton,fb/fbc9199f.jpg
71-ew7wyDHL,What flavor are the pretzels?,Honeywheat,d6/d6998818.jpg
71DMINH1hhL,What Amazon brand is featured?,Elements,41/418f1f63.jpg
61H-X5uVl8L,What is covering the center of the bed?,Throw,59/5957954c.jpg
71a7sKU1Q8L,What pattern is displayed?,Leopard,13/13724047.jpg
81cOr+cxMgL,What material lines the interior?,Velvet,ed/ed662b92.jpg
51cQss0gfOL,What is the cover's dominant aesthetic style?,Colorful,d7/d71f5340.jpg
713+V1oNleL,What brand is the cover?,Solimo,91/917798a8.jpg
71CaT4m4CTL,What kind of grain is this?,Bulgur,05/050e71d5.jpg
71nhpgYjhbL,What word describes the oil?,Harmonizing,5d/5d609c72.jpg
61rnptAPRfL,Is the chair adjustable?,Yes,d0/d075c6ba.jpg
91ui8VzzT2L,What brand is on the box?,365,39/394ffccd.jpg
810JT3gesNL,What color is the flower?,Red,5b/5b19fb48.jpg
A1LnYtMgFLL,What is the color of the rug?,Beige,8d/8dc6c39d.jpg
813kx7BwooL,What is the shoe type?,Sneakers,6b/6b8df689.jpg
61E9Q9UUyuL,What is the case made of?,Silicon,b9/b91ea7cc.jpg
71C+h1oEfUL,What material is this phone case made of?,Hard,8f/8f766562.jpg
91VAToimdgL,What is the primary ingredient written in green?,Chocolate,4d/4d7f2fc2.jpg
A1ZNU5+r3LL,What color is the chair?,Beige,09/090cd8e3.jpg
71QDt+mqUEL,What brand sells the case?,Solimo,72/72b15b34.jpg
61OnkGVhMWL,How many ice cubes does each tray create?,Four,35/3595924e.jpg
